wear_mask,132, 149, 93, 74, 69, 75, 86, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0
spread_help,153, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 84, 81, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0
deaths_24h,0, 131, 92, 0, 0, 0, 0, 0, 0, 0, 57, 57, 0, 0, 0, 0, 0, 0, 0, 0, 79, 114, 79, 79, 0, 0, 57, 57, 57, 57, 0, 0, 0, 0, 0, 0
corona_covid,856, 1034, 656, 514, 460, 439, 615, 572, 544, 382, 311, 332, 332, 518, 473, 615, 600, 544, 621, 458, 508, 572, 527, 527, 334, 140, 284, 284, 284, 284, 0, 0, 0, 102, 308, 308
reported_cases,709, 827, 515, 352, 278, 306, 433, 397, 415, 265, 203, 217, 239, 397, 379, 485, 512, 461, 521, 401, 394, 458, 465, 465, 311, 140, 169, 169, 169, 169, 0, 0, 0, 115, 372, 372
